Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
12,"A Alimoğlu, C Özturan","Design of a smart contract based autonomous organization for sustainable software",2017,"… Conference on e-Science (e-Science)","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8109181/","https://scholar.google.com/scholar?cites=12656041895707268466&as_sdt=2005&sciodt=0,5&hl=en",1,"2022-12-15 13:20:33","","","","",,,,,12,2.40,6,2,5,"… , one approach for achieving software sustainability would involve establishing a company … on the following topics about software sustainability: 1) Development and Community: A …","","https://scholar.google.com/scholar?q=related:ctUXsAxLo68J:scholar.google.com/&scioq=intitle:%22autonomous+organization%22+intitle:sustainable+%22autonomous+organization%22+sustainable&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2023&as_vis=1"
