Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
8,"A. Alimoglu","Design of a smart contract based autonomous organization for sustainable software",2017,"Proceedings - 13th IEEE International Conference on eScience, eScience 2017","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85043760581&origin=inward",1,"2022-12-15 13:37:16","Conference Paper","10.1109/eScience.2017.76","","https://api.elsevier.com/content/abstract/scopus_id/85043760581",,,471,476,8,1.60,8,1,5,"","",""
